,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content_Rating,Genres,Last_Updated,Current_Ver,Android_Ver,Pri_Genres,Sec_Genres,Installs_qcut,newlastupdate,lastupdated
1446,9281,HOUSE_AND_HOME,4.5,417907,34000000.0,10000000.0,0,0.0,1,House & Home,2018-08-01,9.8.1.7425,4.4 and up,22,House & Home,3,2018-08-01,-7
1447,8879,HOUSE_AND_HOME,4.8,3167,7500000.0,100000.0,0,0.0,1,House & Home,2018-08-03,2.0.0,5.0 and up,22,House & Home,1,2018-08-03,-5
1448,775,HOUSE_AND_HOME,4.2,27386,15978764.705882354,1000000.0,0,0.0,1,House & Home,2018-06-21,Varies with device,Varies with device,22,House & Home,1,2018-06-21,-48
1449,7383,HOUSE_AND_HOME,4.5,162243,12000000.0,10000000.0,0,0.0,1,House & Home,2018-07-26,8.18,4.0.3 and up,22,House & Home,3,2018-07-26,-13
1450,7373,HOUSE_AND_HOME,4.1,65913,7700000.0,5000000.0,0,0.0,1,House & Home,2018-07-16,4.47.3,4.0.3 and up,22,House & Home,2,2018-07-16,-23
1451,93,HOUSE_AND_HOME,4.1,24977,21000000.0,1000000.0,0,0.0,1,House & Home,2018-08-01,3.5.9,4.0.3 and up,22,House & Home,1,2018-08-01,-7
1452,5223,HOUSE_AND_HOME,4.0,6000,18000000.0,1000000.0,0,0.0,1,House & Home,2018-07-28,9.6.8,4.1 and up,22,House & Home,1,2018-07-28,-11
1453,2278,HOUSE_AND_HOME,4.3,37711,40000000.0,1000000.0,0,0.0,1,House & Home,2018-07-31,2.51.0,4.4 and up,22,House & Home,1,2018-07-31,-8
1454,8616,HOUSE_AND_HOME,4.5,175293,15978764.705882354,10000000.0,0,0.0,1,House & Home,2018-07-24,Varies with device,Varies with device,22,House & Home,3,2018-07-24,-15
1455,5706,HOUSE_AND_HOME,4.197368421052632,174,8700000.0,10000.0,0,0.0,1,House & Home,2018-07-26,1.1,2.3 and up,22,House & Home,0,2018-07-26,-13
1456,5257,HOUSE_AND_HOME,4.6,353799,15978764.705882354,10000000.0,0,0.0,1,House & Home,2018-08-01,Varies with device,Varies with device,22,House & Home,3,2018-08-01,-7
1457,4907,HOUSE_AND_HOME,3.7,2758,8600000.0,500000.0,0,0.0,1,House & Home,2018-06-25,4.2.3,4.0 and up,22,House & Home,1,2018-06-25,-44
1458,9216,HOUSE_AND_HOME,3.7,1437,15978764.705882354,100000.0,0,0.0,1,House & Home,2018-08-02,Varies with device,Varies with device,22,House & Home,1,2018-08-02,-6
1459,5666,HOUSE_AND_HOME,4.2,7573,18000000.0,1000000.0,0,0.0,1,House & Home,2018-07-25,8.2.1,4.2 and up,22,House & Home,1,2018-07-25,-14
1460,773,HOUSE_AND_HOME,4.5,8481,7500000.0,1000000.0,0,0.0,1,House & Home,2018-08-03,2.1.0,5.0 and up,22,House & Home,1,2018-08-03,-5
1461,4887,HOUSE_AND_HOME,4.3,10054,9100000.0,1000000.0,0,0.0,1,House & Home,2018-07-12,6.7.12.2018,4.0.3 and up,22,House & Home,1,2018-07-12,-27
1462,774,HOUSE_AND_HOME,3.9,10117,13000000.0,1000000.0,0,0.0,1,House & Home,2018-06-29,3.6,4.0.3 and up,22,House & Home,1,2018-06-29,-40
1463,5862,HOUSE_AND_HOME,4.6,39189,15978764.705882354,1000000.0,0,0.0,1,House & Home,2018-07-30,Varies with device,Varies with device,22,House & Home,1,2018-07-30,-9
1464,92,HOUSE_AND_HOME,4.3,3522,15000000.0,100000.0,0,0.0,1,House & Home,2018-08-02,3.10.8,4.0 and up,22,House & Home,1,2018-08-02,-6
1465,8617,HOUSE_AND_HOME,4.4,71419,15978764.705882354,5000000.0,0,0.0,1,House & Home,2018-07-24,Varies with device,Varies with device,22,House & Home,2,2018-07-24,-15
1466,7401,HOUSE_AND_HOME,4.6,36857,19000000.0,1000000.0,0,0.0,1,House & Home,2018-07-25,220.0,5.0 and up,22,House & Home,1,2018-07-25,-14
1467,3342,HOUSE_AND_HOME,4.5,39123,15978764.705882354,1000000.0,0,0.0,1,House & Home,2018-08-03,Varies with device,Varies with device,22,House & Home,1,2018-08-03,-5
1468,9575,HOUSE_AND_HOME,3.8,14653,15978764.705882354,1000000.0,0,0.0,1,House & Home,2018-07-16,Varies with device,Varies with device,22,House & Home,1,2018-07-16,-23
1469,9212,HOUSE_AND_HOME,4.197368421052632,12,5100000.0,5000.0,0,0.0,1,House & Home,2018-07-12,1.04,4.0.3 and up,22,House & Home,0,2018-07-12,-27
1470,3157,HOUSE_AND_HOME,4.4,23013,26000000.0,5000000.0,0,0.0,1,House & Home,2018-07-17,3.2.4,4.1 and up,22,House & Home,2,2018-07-17,-22
1471,2913,HOUSE_AND_HOME,4.7,114,8300000.0,10000.0,0,0.0,4,House & Home,2018-02-18,2.1,4.1 and up,22,House & Home,0,2018-02-18,-171
1472,4630,HOUSE_AND_HOME,3.4,287,27000000.0,100000.0,0,0.0,1,House & Home,2018-05-29,2.4.2,4.4 and up,22,House & Home,1,2018-05-29,-71
1473,6316,HOUSE_AND_HOME,4.3,4435,7900000.0,500000.0,0,0.0,1,House & Home,2016-03-02,2.6.0.287,4.0 and up,22,House & Home,1,2016-03-02,-889
1474,5215,HOUSE_AND_HOME,4.3,43800,15978764.705882354,1000000.0,0,0.0,1,House & Home,2018-07-06,Varies with device,Varies with device,22,House & Home,1,2018-07-06,-33
1475,7512,HOUSE_AND_HOME,4.0,4281,27000000.0,100000.0,0,0.0,1,House & Home,2018-08-05,858,4.0.3 and up,22,House & Home,1,2018-08-05,-3
1476,7434,HOUSE_AND_HOME,4.0,7508,5100000.0,1000000.0,0,0.0,1,House & Home,2018-07-09,7.9.0,5.0 and up,22,House & Home,1,2018-07-09,-30
1477,4906,HOUSE_AND_HOME,3.8,491,15000000.0,100000.0,0,0.0,1,House & Home,2018-07-25,2.6.0,4.0.3 and up,22,House & Home,1,2018-07-25,-14
1478,5665,HOUSE_AND_HOME,4.197368421052632,160,3100000.0,100000.0,0,0.0,1,House & Home,2017-09-19,1.2.0,4.0 and up,22,House & Home,1,2017-09-19,-323
1479,776,HOUSE_AND_HOME,4.3,22584,16000000.0,1000000.0,0,0.0,1,House & Home,2018-07-16,4.7.13,4.4 and up,22,House & Home,1,2018-07-16,-23
1480,5158,HOUSE_AND_HOME,3.6,4087,9200000.0,500000.0,0,0.0,1,House & Home,2018-07-16,4.3.0,4.1 and up,22,House & Home,1,2018-07-16,-23
1481,841,HOUSE_AND_HOME,3.8,2496,15978764.705882354,500000.0,0,0.0,1,House & Home,2018-07-05,Varies with device,Varies with device,22,House & Home,1,2018-07-05,-34
1482,637,HOUSE_AND_HOME,4.5,103305,15978764.705882354,5000000.0,0,0.0,1,House & Home,2018-07-31,Varies with device,Varies with device,22,House & Home,2,2018-07-31,-8
1483,5254,HOUSE_AND_HOME,4.6,2669,10000000.0,500000.0,0,0.0,4,House & Home,2018-08-03,2.0.6.9,4.1 and up,22,House & Home,1,2018-08-03,-5
1484,5218,HOUSE_AND_HOME,4.197368421052632,10,2600000.0,5000.0,0,0.0,1,House & Home,2017-12-28,2.0,4.0.3 and up,22,House & Home,0,2017-12-28,-223
1485,6481,HOUSE_AND_HOME,4.5,7619,13000000.0,100000.0,0,0.0,1,House & Home,2018-07-12,1.22.0,4.0.3 and up,22,House & Home,1,2018-07-12,-27
1486,7527,HOUSE_AND_HOME,4.7,126,1900000.0,10000.0,0,0.0,1,House & Home,2017-08-21,1.0,4.0 and up,22,House & Home,0,2017-08-21,-352
1487,5210,HOUSE_AND_HOME,4.3,273,7000000.0,50000.0,0,0.0,1,House & Home,2018-05-30,1.2,4.0.3 and up,22,House & Home,1,2018-05-30,-70
1488,9647,HOUSE_AND_HOME,3.7,2248,15000000.0,100000.0,0,0.0,1,House & Home,2018-08-03,v3.1.1,4.0 and up,22,House & Home,1,2018-08-03,-5
1489,7381,HOUSE_AND_HOME,4.197368421052632,10,4200000.0,10000.0,0,0.0,1,House & Home,2018-08-02,1.2,4.3 and up,22,House & Home,0,2018-08-02,-6
1490,9495,HOUSE_AND_HOME,4.2,809,7800000.0,100000.0,0,0.0,1,House & Home,2018-07-25,1.6.1.2,4.0 and up,22,House & Home,1,2018-07-25,-14
1491,2625,HOUSE_AND_HOME,3.4,3280,77000000.0,1000000.0,0,0.0,1,House & Home,2018-06-29,5.0.1,4.0.3 and up,22,House & Home,1,2018-06-29,-40
1492,772,HOUSE_AND_HOME,3.9,1478,5700000.0,100000.0,0,0.0,1,House & Home,2015-03-13,1.2,3.0 and up,22,House & Home,1,2015-03-13,-1244
1493,1522,HOUSE_AND_HOME,4.0,2382,5900000.0,500000.0,0,0.0,1,House & Home,2015-04-07,1.7,3.0 and up,22,House & Home,1,2015-04-07,-1219
1494,7511,HOUSE_AND_HOME,4.0,4450,7600000.0,1000000.0,0,0.0,1,House & Home,2015-03-17,1.7,3.0 and up,22,House & Home,1,2015-03-17,-1240
1495,5610,HOUSE_AND_HOME,4.0,515,5800000.0,50000.0,0,0.0,1,House & Home,2015-05-30,1.5,3.0 and up,22,House & Home,1,2015-05-30,-1166
1496,5257,HOUSE_AND_HOME,4.6,353800,15978764.705882354,10000000.0,0,0.0,1,House & Home,2018-08-01,Varies with device,Varies with device,22,House & Home,3,2018-08-01,-7
1497,5861,HOUSE_AND_HOME,4.0,4465,5800000.0,1000000.0,0,0.0,1,House & Home,2015-03-06,1.7,3.0 and up,22,House & Home,1,2015-03-06,-1251
1498,1461,HOUSE_AND_HOME,4.1,2427,5300000.0,500000.0,0,0.0,1,House & Home,2015-03-12,1.4,3.0 and up,22,House & Home,1,2015-03-12,-1245
1499,8930,HOUSE_AND_HOME,3.9,6631,5500000.0,1000000.0,0,0.0,1,House & Home,2015-03-11,1.5,3.0 and up,22,House & Home,1,2015-03-11,-1246
1500,9306,HOUSE_AND_HOME,4.4,11200,25000000.0,1000000.0,0,0.0,1,House & Home,2018-07-16,4.5.15,5.0 and up,22,House & Home,1,2018-07-16,-23
1501,7321,HOUSE_AND_HOME,4.4,6896,35000000.0,500000.0,0,0.0,1,House & Home,2017-08-30,1.7.3,4.1 and up,22,House & Home,1,2017-08-30,-343
1502,6316,HOUSE_AND_HOME,4.3,4435,7900000.0,500000.0,0,0.0,1,House & Home,2016-03-02,2.6.0.287,4.0 and up,22,House & Home,1,2016-03-02,-889
1503,7401,HOUSE_AND_HOME,4.6,36857,19000000.0,1000000.0,0,0.0,1,House & Home,2018-07-25,220.0,5.0 and up,22,House & Home,1,2018-07-25,-14
1504,773,HOUSE_AND_HOME,4.5,8481,7500000.0,1000000.0,0,0.0,1,House & Home,2018-08-03,2.1.0,5.0 and up,22,House & Home,1,2018-08-03,-5
1505,7383,HOUSE_AND_HOME,4.5,162243,12000000.0,10000000.0,0,0.0,1,House & Home,2018-07-26,8.18,4.0.3 and up,22,House & Home,3,2018-07-26,-13
1506,8616,HOUSE_AND_HOME,4.5,175293,15978764.705882354,10000000.0,0,0.0,1,House & Home,2018-07-24,Varies with device,Varies with device,22,House & Home,3,2018-07-24,-15
1507,9281,HOUSE_AND_HOME,4.5,417907,34000000.0,10000000.0,0,0.0,1,House & Home,2018-08-01,9.8.1.7425,4.4 and up,22,House & Home,3,2018-08-01,-7
1508,5225,HOUSE_AND_HOME,4.3,3834,30000000.0,500000.0,0,0.0,1,House & Home,2018-07-31,5.20.38,4.2 and up,22,House & Home,1,2018-07-31,-8
1509,775,HOUSE_AND_HOME,4.2,27387,15978764.705882354,1000000.0,0,0.0,1,House & Home,2018-06-21,Varies with device,Varies with device,22,House & Home,1,2018-06-21,-48
1510,8617,HOUSE_AND_HOME,4.4,71421,15978764.705882354,5000000.0,0,0.0,1,House & Home,2018-07-24,Varies with device,Varies with device,22,House & Home,2,2018-07-24,-15
1511,776,HOUSE_AND_HOME,4.3,22584,16000000.0,1000000.0,0,0.0,1,House & Home,2018-07-16,4.7.13,4.4 and up,22,House & Home,1,2018-07-16,-23
1512,5257,HOUSE_AND_HOME,4.6,353813,15978764.705882354,10000000.0,0,0.0,1,House & Home,2018-08-01,Varies with device,Varies with device,22,House & Home,3,2018-08-01,-7
1513,8615,HOUSE_AND_HOME,4.1,81,16000000.0,50000.0,0,0.0,1,House & Home,2018-02-16,2.1.0,4.4 and up,22,House & Home,1,2018-02-16,-173
1514,7175,LIBRARIES_AND_DEMO,3.9,2087,11083335.365853658,50000.0,0,0.0,1,Libraries & Demo,2018-07-30,Varies with device,Varies with device,23,Libraries & Demo,1,2018-07-30,-9
1515,7258,LIBRARIES_AND_DEMO,4.4,58,15000000.0,10000.0,0,0.0,1,Libraries & Demo,2018-07-06,1.0,4.0.3 and up,23,Libraries & Demo,0,2018-07-06,-33
1516,1555,LIBRARIES_AND_DEMO,4.6,3014,21000000.0,100000.0,0,0.0,1,Libraries & Demo,2018-06-27,1.1,5.0 and up,23,Libraries & Demo,1,2018-06-27,-42
1517,5695,LIBRARIES_AND_DEMO,4.178461538461539,5,1800000.0,1000.0,0,0.0,1,Libraries & Demo,2018-04-23,4.4.2,2.3.3 and up,23,Libraries & Demo,0,2018-04-23,-107
1518,7611,LIBRARIES_AND_DEMO,4.1,923,4300000.0,100000.0,0,0.0,1,Libraries & Demo,2015-10-15,3.1,2.3 and up,23,Libraries & Demo,1,2015-10-15,-1028
1519,4824,LIBRARIES_AND_DEMO,4.178461538461539,26,10000000.0,10000.0,0,0.0,1,Libraries & Demo,2018-02-20,1.2,4.0 and up,23,Libraries & Demo,0,2018-02-20,-169
1520,5912,LIBRARIES_AND_DEMO,4.178461538461539,487,3700000.0,100000.0,0,0.0,1,Libraries & Demo,2018-01-16,1.0,4.0.3 and up,23,Libraries & Demo,1,2018-01-16,-204
1521,881,LIBRARIES_AND_DEMO,3.8,67007,232000.0,5000000.0,0,0.0,1,Libraries & Demo,2013-03-06,1.2.0,2.2 and up,23,Libraries & Demo,2,2013-03-06,-1981
1522,2450,LIBRARIES_AND_DEMO,4.6,539,99000000.0,50000.0,0,0.0,1,Libraries & Demo,2018-08-02,7.0,4.0.3 and up,23,Libraries & Demo,1,2018-08-02,-6
1523,882,LIBRARIES_AND_DEMO,3.5,126862,624000.0,10000000.0,0,0.0,1,Libraries & Demo,2012-01-17,1.0,2.2 and up,23,Libraries & Demo,3,2012-01-17,-2395
1524,2318,LIBRARIES_AND_DEMO,4.7,48,6900000.0,1000.0,0,0.0,1,Libraries & Demo,2018-05-25,1.7.2.10,4.0 and up,23,Libraries & Demo,0,2018-05-25,-75
1525,7008,LIBRARIES_AND_DEMO,4.3,1465,7000000.0,100000.0,0,0.0,1,Libraries & Demo,2018-07-09,6.7.5,4.0.3 and up,23,Libraries & Demo,1,2018-07-09,-30
1526,9334,LIBRARIES_AND_DEMO,4.5,929,7000000.0,50000.0,0,0.0,1,Libraries & Demo,2018-02-16,1.02.2018.11,4.0 and up,23,Libraries & Demo,1,2018-02-16,-173
1527,9383,LIBRARIES_AND_DEMO,4.4,783,6400000.0,100000.0,0,0.0,1,Libraries & Demo,2017-06-10,1.6,2.2 and up,23,Libraries & Demo,1,2017-06-10,-424
1528,9421,LIBRARIES_AND_DEMO,3.4,2907,11083335.365853658,50000.0,0,0.0,1,Libraries & Demo,2018-06-22,Varies with device,Varies with device,23,Libraries & Demo,1,2018-06-22,-47
1529,9371,LIBRARIES_AND_DEMO,4.3,434,16000000.0,100000.0,0,0.0,1,Libraries & Demo,2018-06-06,6.0.0,2.3 and up,23,Libraries & Demo,1,2018-06-06,-63
1530,9129,LIBRARIES_AND_DEMO,4.178461538461539,54,5900000.0,10000.0,0,0.0,1,Libraries & Demo,2018-07-04,1.0,4.0.3 and up,23,Libraries & Demo,0,2018-07-04,-35
1531,1605,LIBRARIES_AND_DEMO,4.3,411,95000000.0,50000.0,0,0.0,1,Libraries & Demo,2018-06-08,5.0,4.0.3 and up,23,Libraries & Demo,1,2018-06-08,-61
1532,4006,LIBRARIES_AND_DEMO,4.6,237,8500.0,50000.0,0,0.0,1,Libraries & Demo,2017-09-27,1.02,7.1 and up,23,Libraries & Demo,1,2017-09-27,-315
1533,5969,LIBRARIES_AND_DEMO,4.6,2580,20000000.0,100000.0,0,0.0,1,Libraries & Demo,2018-03-08,2.0,2.3 and up,23,Libraries & Demo,1,2018-03-08,-153
1534,2608,LIBRARIES_AND_DEMO,4.178461538461539,363,2500000.0,100000.0,0,0.0,1,Libraries & Demo,2017-01-02,1.2,2.3 and up,23,Libraries & Demo,1,2017-01-02,-583
1535,2395,LIBRARIES_AND_DEMO,4.2,130272,50000000.0,10000000.0,0,0.0,1,Libraries & Demo,2016-03-14,1.8,4.1 and up,23,Libraries & Demo,3,2016-03-14,-877
1536,5270,LIBRARIES_AND_DEMO,4.178461538461539,110,10000000.0,10000.0,0,0.0,1,Libraries & Demo,2017-11-05,1.0,4.0 and up,23,Libraries & Demo,0,2017-11-05,-276
1537,5325,LIBRARIES_AND_DEMO,4.178461538461539,91,18000000.0,100000.0,0,0.0,1,Libraries & Demo,2017-11-16,6.0,2.3 and up,23,Libraries & Demo,1,2017-11-16,-265
1538,1612,LIBRARIES_AND_DEMO,4.6,130,12000000.0,10000.0,0,0.0,1,Libraries & Demo,2018-02-23,1.0,4.0.3 and up,23,Libraries & Demo,0,2018-02-23,-166
1539,1534,LIBRARIES_AND_DEMO,4.178461538461539,25,2500000.0,10000.0,0,0.0,1,Libraries & Demo,2018-06-23,1.0,4.0.3 and up,23,Libraries & Demo,0,2018-06-23,-46
1540,7622,LIBRARIES_AND_DEMO,4.178461538461539,20,2100000.0,5000.0,0,0.0,1,Libraries & Demo,2018-03-26,1.0,2.3 and up,23,Libraries & Demo,0,2018-03-26,-135
1541,8522,LIBRARIES_AND_DEMO,4.4,7396,22000000.0,500000.0,0,0.0,1,Libraries & Demo,2018-07-06,5.28,4.0.3 and up,23,Libraries & Demo,1,2018-07-06,-33
1542,9091,LIBRARIES_AND_DEMO,3.9,58055,41000.0,5000000.0,0,0.0,1,Libraries & Demo,2016-11-07,2.0.3,1.5 and up,23,Libraries & Demo,2,2016-11-07,-639
1543,8108,LIBRARIES_AND_DEMO,4.5,1703,22000000.0,100000.0,0,0.0,1,Libraries & Demo,2018-03-01,3.1,4.0.3 and up,23,Libraries & Demo,1,2018-03-01,-160
1544,778,LIBRARIES_AND_DEMO,3.8,7750,292000.0,1000000.0,0,0.0,1,Libraries & Demo,2011-06-29,1.0,1.6 and up,23,Libraries & Demo,1,2011-06-29,-2597
1545,7560,LIBRARIES_AND_DEMO,4.3,6,5500000.0,10000.0,0,0.0,1,Libraries & Demo,2018-08-03,8.0.20180212,4.2 and up,23,Libraries & Demo,0,2018-08-03,-5
1546,6760,LIBRARIES_AND_DEMO,3.7,12657,11083335.365853658,1000000.0,0,0.0,1,Libraries & Demo,2015-09-21,3.00,Varies with device,23,Libraries & Demo,1,2015-09-21,-1052
1547,4009,LIBRARIES_AND_DEMO,5.0,26,2500000.0,1000.0,0,0.0,1,Libraries & Demo,2018-05-24,1.0,1.6 and up,23,Libraries & Demo,0,2018-05-24,-76
1548,8770,LIBRARIES_AND_DEMO,3.2,1919,8100000.0,500000.0,0,0.0,1,Libraries & Demo,2018-07-11,5.9.1,4.1 and up,23,Libraries & Demo,1,2018-07-11,-28
1549,2685,LIBRARIES_AND_DEMO,4.5,60170,28000000.0,1000000.0,0,0.0,1,Libraries & Demo,2018-07-13,2.4,5.0 and up,23,Libraries & Demo,1,2018-07-13,-26
1550,1647,LIBRARIES_AND_DEMO,4.7,831,24000000.0,100000.0,0,0.0,1,Libraries & Demo,2018-02-20,8.0,2.3 and up,23,Libraries & Demo,1,2018-02-20,-169
1551,9094,LIBRARIES_AND_DEMO,4.0,8671,3100000.0,1000000.0,0,0.0,1,Libraries & Demo,2018-07-03,3.6,4.0 and up,23,Libraries & Demo,1,2018-07-03,-36
1552,6897,LIBRARIES_AND_DEMO,4.178461538461539,31,3400000.0,10000.0,0,0.0,1,Libraries & Demo,2017-12-14,1.0,4.0.3 and up,23,Libraries & Demo,0,2017-12-14,-237
1553,6060,LIBRARIES_AND_DEMO,4.1,20145,11000.0,1000000.0,0,0.0,1,Libraries & Demo,2013-02-12,,1.5 and up,23,Libraries & Demo,1,2013-02-12,-2003
1554,915,LIBRARIES_AND_DEMO,3.8,912,13000000.0,500000.0,0,0.0,1,Libraries & Demo,2018-01-09,2.0.0,2.3 and up,23,Libraries & Demo,1,2018-01-09,-211
1555,4853,LIBRARIES_AND_DEMO,4.7,2639,19000000.0,500000.0,0,0.0,1,Libraries & Demo,2017-12-11,6.0,2.3 and up,23,Libraries & Demo,1,2017-12-11,-240
1556,7267,LIBRARIES_AND_DEMO,4.5,399,9500000.0,100000.0,0,0.0,1,Libraries & Demo,2018-05-22,1.1,4.0.3 and up,23,Libraries & Demo,1,2018-05-22,-78
1557,6023,LIBRARIES_AND_DEMO,4.178461538461539,102,21000000.0,50000.0,0,0.0,1,Libraries & Demo,2018-07-01,6.0.0,2.3 and up,23,Libraries & Demo,1,2018-07-01,-38
1558,1442,LIBRARIES_AND_DEMO,4.2,3945,9400000.0,500000.0,0,0.0,1,Libraries & Demo,2018-01-09,4.2.2,3.2 and up,23,Libraries & Demo,1,2018-01-09,-211
1559,9231,LIBRARIES_AND_DEMO,4.178461538461539,2221,2400000.0,500000.0,0,0.0,1,Libraries & Demo,2017-01-08,1.1,2.3 and up,23,Libraries & Demo,1,2017-01-08,-577
1560,6567,LIBRARIES_AND_DEMO,4.1,3781,36000000.0,1000000.0,0,0.0,1,Libraries & Demo,2018-04-15,1.8,4.0 and up,23,Libraries & Demo,1,2018-04-15,-115
1561,4079,LIBRARIES_AND_DEMO,3.1,1267,55000000.0,100000.0,0,0.0,1,Libraries & Demo,2018-08-02,5.1.2,4.4 and up,23,Libraries & Demo,1,2018-08-02,-6
1562,3336,LIFESTYLE,4.1,18968,32000000.0,5000000.0,0,0.0,4,Lifestyle,2018-04-26,5.1,4.1 and up,24,Lifestyle,2,2018-04-26,-104
1563,9535,LIFESTYLE,4.1,47497,34000000.0,10000000.0,0,0.0,1,Lifestyle,2018-06-08,5.3.0.54.7,5.0 and up,24,Lifestyle,3,2018-06-08,-61
1564,3854,LIFESTYLE,4.3,601,5100000.0,100000.0,0,0.0,1,Lifestyle,2017-12-20,1.0,2.3 and up,24,Lifestyle,1,2017-12-20,-231
1565,8246,LIFESTYLE,4.0,140995,100000000.0,10000000.0,0,0.0,1,Lifestyle;Pretend Play,2018-07-16,9.0,4.0 and up,24,Pretend Play,3,2018-07-16,-23
1566,1639,LIFESTYLE,4.6,51357,80000000.0,5000000.0,0,0.0,1,Lifestyle,2018-07-31,8.0,4.0 and up,24,Lifestyle,2,2018-07-31,-8
1567,4858,LIFESTYLE,4.4,13565,3300000.0,1000000.0,0,0.0,1,Lifestyle,2018-08-05,2.5,4.0 and up,24,Lifestyle,1,2018-08-05,-3
1568,2460,LIFESTYLE,4.4,39364,28000000.0,5000000.0,0,0.0,1,Lifestyle,2018-07-17,10.19,4.0.3 and up,24,Lifestyle,2,2018-07-17,-22
1569,3859,LIFESTYLE,4.3,7287,5000000.0,1000000.0,0,0.0,1,Lifestyle,2016-11-03,1.0,2.3 and up,24,Lifestyle,1,2016-11-03,-643
1570,5235,LIFESTYLE,4.6,161143,11000000.0,10000000.0,0,0.0,2,Lifestyle,2018-06-25,5.2.4(881),4.0.3 and up,24,Lifestyle,3,2018-06-25,-44
1571,3991,LIFESTYLE,3.2,16168,55000000.0,1000000.0,0,0.0,1,Lifestyle,2018-07-26,2.2.9,4.0.3 and up,24,Lifestyle,1,2018-07-26,-13
1572,9274,LIFESTYLE,4.5,100,7100000.0,1000000.0,0,0.0,1,Lifestyle,2018-05-09,1.0.0.21_180410,7.0 - 7.1.1,24,Lifestyle,1,2018-05-09,-91
1573,5845,LIFESTYLE,4.6,116079,3200000.0,5000000.0,0,0.0,1,Lifestyle,2018-05-20,5.8,2.3 and up,24,Lifestyle,2,2018-05-20,-80
1574,3257,LIFESTYLE,4.6,815893,4400000.0,10000000.0,0,0.0,1,Lifestyle,2018-06-30,4.90,4.1 and up,24,Lifestyle,3,2018-06-30,-39
1575,4275,LIFESTYLE,4.3,985,16000000.0,500000.0,0,0.0,1,Lifestyle,2018-05-31,3.7,7.0 and up,24,Lifestyle,1,2018-05-31,-69
1576,8301,LIFESTYLE,3.0,4260,6300000.0,5000000.0,0,0.0,1,Lifestyle,2017-08-08,6.1,2.3.3 and up,24,Lifestyle,2,2017-08-08,-365
1577,4355,LIFESTYLE,4.4,726074,45000000.0,10000000.0,0,0.0,1,Lifestyle,2018-08-02,16.7.1,4.4 and up,24,Lifestyle,3,2018-08-02,-6
1578,8800,LIFESTYLE,4.4,3829,23000000.0,1000000.0,0,0.0,1,Lifestyle,2018-06-01,3.9.3,4.1 and up,24,Lifestyle,1,2018-06-01,-68
1579,7630,LIFESTYLE,4.3,33572,37000000.0,1000000.0,0,0.0,1,Lifestyle,2018-08-02,6.2.0,4.4 and up,24,Lifestyle,1,2018-08-02,-6
1580,5094,LIFESTYLE,3.5,6145,13000000.0,10000000.0,0,0.0,1,Lifestyle,2016-06-30,8.00.775375,5.0 and up,24,Lifestyle,3,2016-06-30,-769
1581,5552,LIFESTYLE,4.3,34327,8100000.0,5000000.0,0,0.0,1,Lifestyle,2018-07-17,2.5.1,4.0 and up,24,Lifestyle,2,2018-07-17,-22
1582,8278,LIFESTYLE,4.5,7457,13000000.0,1000000.0,0,0.0,4,Lifestyle,2018-08-03,2.4.12-r244,4.1 and up,24,Lifestyle,1,2018-08-03,-5
1583,5019,LIFESTYLE,3.7,41941,14000000.0,10000000.0,0,0.0,1,Lifestyle,2018-07-30,9.6.3,4.4 and up,24,Lifestyle,3,2018-07-30,-9
1584,7651,LIFESTYLE,4.5,82145,30000000.0,50000000.0,0,0.0,1,Lifestyle,2018-07-05,10.19.0.0,4.4 and up,24,Lifestyle,3,2018-07-05,-34
1585,746,LIFESTYLE,4.2,10944,36000000.0,1000000.0,0,0.0,1,Lifestyle,2018-06-15,2.0,4.1 and up,24,Lifestyle,1,2018-06-15,-54
1586,1506,LIFESTYLE,4.3,665,3000000.0,500000.0,0,0.0,1,Lifestyle,2018-08-04,2.0,2.3 and up,24,Lifestyle,1,2018-08-04,-4
1587,7168,LIFESTYLE,4.6,2167,1400000.0,500000.0,0,0.0,1,Lifestyle,2018-01-07,1.0,2.3 and up,24,Lifestyle,1,2018-01-07,-213
1588,8120,LIFESTYLE,4.5,53652,39000000.0,1000000.0,0,0.0,1,Lifestyle,2018-08-05,2.15,5.0 and up,24,Lifestyle,1,2018-08-05,-3
1589,2291,LIFESTYLE,3.9,18961,1800000.0,5000000.0,0,0.0,1,Lifestyle,2015-09-24,1.1.1,2.3 and up,24,Lifestyle,2,2015-09-24,-1049
1590,5015,LIFESTYLE,4.3,9412,1700000.0,1000000.0,0,0.0,1,Lifestyle,2016-12-17,1.5.1,4.0.3 and up,24,Lifestyle,1,2016-12-17,-599
1591,4357,LIFESTYLE,3.3,9663,19000000.0,1000000.0,0,0.0,1,Lifestyle,2018-07-16,Version:6.97,4.4 and up,24,Lifestyle,1,2018-07-16,-23
1592,9640,LIFESTYLE,4.7,2225,15000000.0,100000.0,0,0.0,1,Lifestyle,2018-07-26,4.2.1,4.0.3 and up,24,Lifestyle,1,2018-07-26,-13
1593,9614,LIFESTYLE,4.2,23164,10000000.0,1000000.0,0,0.0,3,Lifestyle,2018-07-24,2.6,5.0 and up,24,Lifestyle,1,2018-07-24,-15
1594,6704,LIFESTYLE,3.2,3031,2700000.0,1000000.0,0,0.0,1,Lifestyle,2018-07-03,1.5.3,4.0 and up,24,Lifestyle,1,2018-07-03,-36
